COUNTRY_ALPHA,E217,E218,E220,I001,I002,E234
DEU,10,10,1,5,1,8
DEU,5,5,1,1,3,10
DEU,5,7,3,3,7,7
DEU,3,3,10,7,6,5
DEU,5,5,7,7,3,7
DEU,5,7,6,5,4,5
DEU,8,8,1,5,1,9
DEU,8,8,3,2,3,8
DEU,7,5,6,5,7,7
DEU,10,10,10,10,10,10
DEU,10,10,5,5,1,10
DEU,10,10,2,10,10,10
DEU,10,10,10,10,1,10
DEU,10,10,10,5,10,10
DEU,8,9,4,5,8,8
DEU,8,8,2,5,1,8
DEU,7,8,1,1,10,10
DEU,7,8,3,6,6,9
DEU,4,3,10,7,2,3
DEU,7,6,5,5,1,9
DEU,6,4,6,7,4,7
DEU,1,1,1,5,1,9
DEU,5,10,5,5,10,10
DEU,7,5,1,4,1,5
DEU,10,10,5,5,3,10
DEU,7,7,3,3,3,-2
DEU,8,8,7,5,5,10
DEU,10,10,6,5,1,9
DEU,6,8,2,5,7,7
DEU,5,8,2,5,1,8
DEU,5,10,1,5,1,8
DEU,2,9,3,5,2,5
DEU,3,2,7,4,2,2
DEU,8,8,5,5,8,3
DEU,7,7,2,3,1,9
DEU,10,10,1,1,1,10
DEU,7,10,4,1,10,10
DEU,5,5,5,-1,-1,-1
DEU,8,8,8,7,1,5
DEU,9,9,2,5,1,8
DEU,8,9,8,5,4,9
DEU,7,9,6,6,2,8
DEU,5,6,3,3,1,9
DEU,8,8,6,6,8,3
DEU,7,9,5,6,1,9
DEU,3,7,7,10,3,6
DEU,4,8,2,3,1,10
DEU,10,10,1,5,1,10
DEU,7,10,1,10,1,8
DEU,7,7,7,4,7,7
DEU,8,9,9,7,4,7
DEU,7,8,1,8,8,8
DEU,3,8,7,7,10,6
DEU,6,8,2,6,4,7
DEU,7,7,9,8,4,9
DEU,10,10,1,1,1,10
DEU,9,10,9,6,2,10
DEU,10,10,5,1,1,5
DEU,7,7,5,7,3,7
DEU,5,8,8,5,3,8
DEU,10,10,1,1,5,10
DEU,7,10,9,10,1,10
DEU,6,6,5,5,6,6
DEU,7,8,6,7,2,8
DEU,6,10,1,10,1,6
DEU,7,10,9,7,1,8
DEU,10,9,1,7,1,9
DEU,7,8,3,2,6,9
DEU,6,6,2,6,2,3
DEU,5,8,5,5,1,5
DEU,10,10,1,5,10,10
DEU,9,9,8,4,1,8
DEU,8,10,5,5,5,8
DEU,10,10,3,1,1,10
DEU,6,7,5,5,2,8
DEU,6,7,5,5,1,10
DEU,4,8,5,5,2,7
DEU,6,10,7,1,1,9
DEU,9,9,2,8,2,8
DEU,8,9,4,2,1,5
DEU,10,10,6,10,1,10
DEU,6,7,7,5,3,2
DEU,-1,-1,-1,-1,-1,8
DEU,7,8,5,5,2,8
DEU,5,8,5,1,7,5
DEU,9,9,5,2,1,10
DEU,8,8,7,10,1,7
DEU,7,7,5,7,2,7
DEU,5,4,3,5,5,9
DEU,10,10,10,10,10,10
DEU,6,8,5,4,2,7
DEU,8,8,3,3,2,8
DEU,6,8,6,7,1,9
DEU,10,10,7,8,2,10
DEU,4,8,2,6,2,8
DEU,10,10,1,1,1,10
DEU,7,5,5,2,2,6
DEU,8,8,3,2,3,7
DEU,8,8,3,3,3,9
DEU,5,7,3,3,5,8
DEU,5,8,6,5,5,9
DEU,7,8,1,2,1,8
DEU,6,8,4,5,2,8
DEU,8,10,1,5,1,10
DEU,7,8,5,3,3,9
DEU,10,10,9,5,5,10
DEU,4,7,5,6,2,7
DEU,7,8,3,6,5,3
DEU,10,10,2,6,6,10
DEU,9,10,9,9,7,8
DEU,9,9,7,8,3,9
DEU,8,9,5,7,3,10
DEU,8,8,5,7,10,7
DEU,8,9,5,3,3,5
DEU,8,7,5,10,2,5
DEU,10,7,6,4,6,9
DEU,7,8,3,4,6,10
DEU,9,9,2,9,2,8
DEU,5,5,2,6,3,7
DEU,6,1,1,7,7,7
DEU,8,8,5,4,8,8
DEU,7,5,2,5,3,4
DEU,5,5,5,4,3,6
DEU,5,3,4,5,8,5
DEU,7,7,5,5,7,5
DEU,10,10,1,1,10,10
DEU,8,8,5,6,3,7
DEU,5,5,3,4,5,4
DEU,8,8,6,5,9,3
DEU,8,9,1,2,1,5
DEU,7,8,2,7,2,8
DEU,9,8,2,6,3,8
DEU,10,10,1,1,1,10
DEU,8,8,8,6,1,8
DEU,7,8,1,-2,10,10
DEU,10,10,7,2,1,10
DEU,6,8,7,6,4,8
DEU,10,10,5,5,5,1
DEU,5,5,4,4,1,8
DEU,8,8,3,2,1,9
DEU,8,8,7,2,8,9
DEU,6,1,1,1,1,8
DEU,5,7,5,5,3,3
DEU,5,8,5,4,10,8
DEU,9,9,1,5,1,1
DEU,5,10,10,10,1,10
DEU,2,2,1,1,1,6
DEU,10,10,6,10,1,10
DEU,5,5,5,5,5,5
DEU,2,5,2,7,7,3
DEU,5,3,10,5,10,7
DEU,7,-1,1,10,2,2
DEU,-2,9,1,-1,-1,10
DEU,5,10,1,1,1,1
DEU,10,10,1,1,1,5
DEU,10,10,5,3,1,5
DEU,9,9,9,7,5,10
DEU,6,8,8,-1,5,-1
DEU,4,8,5,7,2,8
DEU,7,10,5,3,3,8
DEU,10,10,5,5,1,10
DEU,3,2,1,10,1,5
DEU,8,7,1,5,1,10
DEU,7,7,2,1,2,8
DEU,5,5,1,-1,5,5
DEU,7,8,1,6,2,9
DEU,10,10,1,10,9,3
DEU,10,7,4,7,2,8
DEU,6,7,2,3,7,8
DEU,10,10,5,-1,2,9
DEU,7,8,4,5,3,8
DEU,10,10,1,1,10,10
DEU,5,10,5,5,2,8
DEU,5,10,8,10,1,7
DEU,2,8,8,2,2,9
DEU,10,10,1,5,10,-1
DEU,6,6,6,10,6,10
DEU,7,8,6,1,1,10
DEU,6,7,3,4,4,7
DEU,8,8,1,4,5,7
DEU,7,8,8,6,4,6
DEU,8,9,3,5,8,8
DEU,8,9,4,7,3,8
DEU,9,9,3,2,1,8
DEU,8,8,7,5,3,8
DEU,5,6,4,4,2,6
DEU,10,10,1,5,10,10
DEU,10,10,6,1,3,10
DEU,8,9,6,3,3,8
DEU,3,9,1,3,1,7
DEU,8,8,8,8,9,9
DEU,2,8,9,5,5,5
DEU,9,9,3,3,7,9
DEU,7,9,7,4,3,7
DEU,10,10,8,4,1,9
DEU,3,3,7,5,2,8
DEU,8,9,2,6,3,10
DEU,6,6,4,4,5,7
DEU,8,10,2,2,2,9
DEU,-1,5,4,5,5,6
DEU,3,5,5,7,1,8
DEU,9,9,1,1,1,9
DEU,8,9,2,1,2,9
DEU,3,7,8,8,1,6
DEU,2,7,7,7,2,10
DEU,10,10,1,3,7,10
DEU,6,7,5,7,1,8
DEU,8,9,2,1,2,8
DEU,8,8,2,2,3,8
DEU,3,8,9,9,10,1
DEU,6,6,7,8,1,7
DEU,5,6,4,6,4,4
DEU,9,10,3,4,3,7
DEU,3,10,8,8,1,9
DEU,8,7,3,7,3,8
DEU,7,7,1,1,1,1
DEU,8,8,4,6,3,6
DEU,8,9,1,4,3,10
DEU,10,10,1,7,1,10
DEU,6,8,6,8,8,8
DEU,9,10,1,6,1,10
DEU,10,10,4,9,7,8
DEU,5,8,-1,-1,7,8
DEU,5,7,5,5,3,5
DEU,8,8,8,9,2,8
DEU,9,9,5,3,2,8
DEU,4,5,8,7,1,9
DEU,10,10,1,2,1,10
DEU,10,10,1,10,1,10
DEU,5,8,5,5,4,5
DEU,5,5,6,3,3,5
DEU,7,8,2,5,2,8
DEU,10,10,10,5,10,10
DEU,7,8,1,2,3,8
DEU,10,10,1,6,1,10
DEU,6,8,3,4,4,8
DEU,5,5,2,7,1,8
DEU,10,10,3,3,1,10
DEU,10,10,1,7,1,5
DEU,7,3,8,2,9,2
DEU,8,8,2,2,1,9
DEU,8,9,2,2,2,10
DEU,8,8,5,5,2,8
DEU,8,8,3,1,9,8
DEU,4,4,3,7,1,8
DEU,5,5,5,5,5,5
DEU,7,7,6,-1,5,7
DEU,6,6,6,-1,5,6
DEU,9,10,4,6,2,9
DEU,7,8,6,6,5,7
DEU,1,9,3,3,1,8
DEU,7,7,4,6,8,7
DEU,7,8,5,5,3,8
DEU,7,9,1,5,2,10
DEU,8,9,1,3,5,8
DEU,9,9,6,4,4,9
DEU,2,6,6,7,1,8
DEU,-2,-2,-2,-2,-2,10
DEU,10,10,1,2,1,10
DEU,8,9,7,9,3,8
DEU,9,9,1,2,1,10
DEU,7,7,2,3,3,7
DEU,7,7,3,6,5,7
DEU,8,8,4,9,1,9
DEU,9,9,4,2,1,9
DEU,8,8,7,5,7,8
DEU,10,10,9,7,4,10
DEU,5,8,1,7,1,9
DEU,5,8,1,10,5,7
DEU,8,8,1,8,1,10
DEU,10,10,1,5,1,10
DEU,6,8,8,8,10,8
DEU,10,10,1,1,1,10
DEU,8,8,5,7,3,7
DEU,7,9,9,3,1,10
DEU,1,10,1,1,10,10
DEU,7,8,3,1,1,10
DEU,6,8,7,7,7,7
DEU,6,8,1,5,5,5
DEU,8,8,7,6,3,8
DEU,8,9,3,6,2,9
DEU,7,10,2,8,2,1
DEU,10,10,1,7,1,10
DEU,10,10,10,7,2,7
DEU,7,10,1,10,4,9
DEU,9,10,3,8,1,10
DEU,8,9,2,2,2,9
DEU,5,5,10,5,4,5
DEU,7,7,2,4,3,3
DEU,3,6,9,10,5,6
DEU,8,8,5,-1,3,8
DEU,7,8,8,-1,2,6
DEU,10,10,1,4,9,10
DEU,10,10,6,10,6,10
DEU,6,8,2,5,1,8
DEU,5,3,5,5,3,6
DEU,8,8,1,8,1,10
DEU,8,5,5,1,2,10
DEU,10,10,6,5,1,10
DEU,8,8,7,4,2,8
DEU,9,8,6,7,4,8
DEU,7,8,5,6,2,9
DEU,7,9,1,1,1,10
DEU,5,7,7,7,3,5
DEU,7,8,3,5,2,7
DEU,5,5,2,4,2,5
DEU,8,9,1,1,1,8
DEU,7,7,2,2,2,2
DEU,4,9,1,7,3,10
DEU,3,6,5,5,1,5
DEU,1,-2,10,1,10,5
DEU,7,8,5,5,2,6
DEU,6,7,6,6,4,8
DEU,7,8,6,7,5,8
DEU,7,8,4,5,1,9
DEU,4,7,5,5,5,7
DEU,6,7,1,1,3,8
DEU,6,8,8,5,2,8
DEU,10,10,8,8,1,10
DEU,8,9,2,2,1,10
DEU,6,8,2,3,2,8
DEU,3,5,8,7,3,7
DEU,10,10,1,1,1,10
DEU,5,8,2,5,3,8
DEU,8,8,2,3,2,9
DEU,5,8,5,5,5,9
DEU,8,8,1,1,6,10
DEU,10,10,5,-2,-2,9
DEU,6,8,5,6,6,7
DEU,10,10,10,10,2,1
DEU,8,10,8,7,6,6
DEU,8,8,8,5,1,10
DEU,7,8,3,6,2,8
DEU,10,10,1,1,1,10
DEU,10,10,10,7,1,10
DEU,9,9,1,1,2,10
DEU,5,6,5,8,1,8
DEU,8,8,6,2,1,9
DEU,10,10,1,2,1,10
DEU,5,5,4,1,1,8
DEU,9,10,8,3,1,10
DEU,8,9,10,7,5,8
DEU,4,10,5,-1,1,10
DEU,6,10,5,-1,1,10
DEU,4,6,-1,6,1,5
DEU,10,10,-1,-1,10,10
DEU,4,1,5,-1,5,10
DEU,10,10,1,1,1,4
DEU,4,4,2,10,10,6
DEU,9,9,6,5,1,9
DEU,6,7,7,2,1,8
DEU,5,7,4,5,5,8
DEU,8,8,3,5,6,8
DEU,8,8,1,8,1,10
DEU,5,5,5,5,10,7
DEU,1,10,-2,8,6,-2
DEU,8,8,2,3,2,9
DEU,10,10,5,5,1,10
DEU,10,10,5,5,10,9
DEU,7,-1,-1,10,1,6
DEU,8,8,8,6,1,8
DEU,1,9,5,5,2,9
DEU,5,5,5,5,5,5
DEU,5,5,-1,-1,5,5
DEU,8,8,1,1,1,8
DEU,7,7,1,1,1,8
DEU,4,-1,1,1,6,5
DEU,5,10,1,7,1,1
DEU,9,9,2,5,2,8
DEU,8,8,8,6,6,5
DEU,8,8,1,1,2,7
DEU,7,7,8,5,2,7
DEU,8,8,4,5,3,8
DEU,6,7,1,1,2,8
DEU,2,5,1,2,2,7
DEU,8,10,10,1,1,10
DEU,9,9,1,1,1,9
DEU,10,10,8,5,2,1
DEU,8,8,8,-1,8,8
DEU,9,9,1,1,1,10
DEU,6,7,6,7,6,6
DEU,3,8,5,5,8,5
DEU,5,7,7,7,3,8
DEU,5,7,2,3,3,7
DEU,10,10,10,8,1,8
DEU,10,10,1,-1,5,10
DEU,3,2,9,6,4,8
DEU,7,4,5,6,3,7
DEU,10,10,1,1,1,10
DEU,6,9,6,7,1,8
DEU,8,8,5,7,8,1
DEU,7,8,3,5,2,8
DEU,8,10,3,2,1,9
DEU,8,9,5,6,3,9
DEU,10,10,8,1,1,10
DEU,4,7,5,5,1,8
DEU,8,9,1,10,2,1
DEU,7,8,10,1,5,10
DEU,6,7,1,1,1,8
DEU,10,10,10,1,6,10
DEU,4,8,4,5,2,6
DEU,8,9,9,6,1,2
DEU,8,8,1,2,1,9
DEU,8,9,9,1,1,8
DEU,9,10,-2,10,1,5
DEU,5,9,5,8,1,9
DEU,5,5,5,-1,8,-1
DEU,10,10,10,8,1,7
DEU,1,1,-1,5,5,5
DEU,7,8,8,4,5,4
DEU,10,10,1,1,2,8
DEU,9,10,9,7,1,1
DEU,10,10,7,-1,1,7
DEU,3,8,7,10,2,10
DEU,8,9,7,8,5,8
DEU,7,10,10,6,1,3
DEU,8,10,1,3,2,10
DEU,9,9,1,1,8,10
DEU,10,10,1,1,1,6
DEU,8,9,2,1,1,9
DEU,8,8,4,7,5,9
DEU,10,10,7,-1,10,8
DEU,6,6,4,8,1,5
DEU,8,8,3,4,1,8
DEU,7,8,3,3,3,8
DEU,9,9,2,2,2,9
DEU,2,2,2,3,2,8
DEU,3,5,-2,5,5,6
DEU,8,10,2,6,1,8
DEU,8,8,1,1,7,5
DEU,8,7,5,1,4,6
DEU,10,8,8,5,8,9
DEU,7,10,9,9,1,9
DEU,10,10,7,10,7,8
DEU,7,8,1,7,2,8
DEU,7,10,1,10,7,10
DEU,9,9,-1,6,8,10
DEU,7,8,5,5,3,7
DEU,4,5,8,9,6,5
DEU,10,10,10,1,1,10
DEU,8,8,1,2,2,8
DEU,5,7,8,8,1,6
DEU,5,6,4,10,8,7
DEU,10,8,3,8,1,8
DEU,4,9,5,5,3,3
DEU,10,10,2,4,1,8
DEU,7,7,2,2,2,9
DEU,7,8,5,5,8,7
DEU,10,10,4,5,1,-1
DEU,10,10,8,7,7,10
ECU,7,9,6,8,8,6
ECU,10,6,1,1,5,1
ECU,7,8,9,2,10,10
ECU,1,10,1,1,10,5
ECU,1,5,1,10,1,10
ECU,10,10,5,10,8,9
ECU,4,5,3,6,2,1
ECU,10,10,10,1,10,10
ECU,10,8,10,10,7,5
ECU,3,2,1,1,1,8
ECU,7,1,10,8,8,1
ECU,1,5,10,10,5,1
ECU,5,6,5,5,5,6
ECU,5,6,6,5,4,7
ECU,8,9,8,6,8,7
ECU,7,8,10,9,2,10
ECU,1,5,10,10,7,1
ECU,8,9,7,6,8,10
ECU,8,9,6,7,5,7
ECU,10,10,6,9,2,5
ECU,8,8,8,6,5,8
ECU,5,6,10,1,3,1
ECU,4,7,4,9,2,5
ECU,7,5,5,10,2,7
ECU,5,5,10,9,5,2
ECU,10,8,5,7,8,1
ECU,8,6,4,6,3,8
ECU,8,5,7,5,1,5
ECU,5,5,6,6,6,6
ECU,6,7,8,10,7,5
ECU,10,10,8,7,9,8
ECU,5,7,10,7,6,6
ECU,4,6,1,5,1,3
ECU,4,10,10,10,10,1
ECU,10,10,10,10,4,7
ECU,1,1,1,10,4,7
ECU,10,10,2,2,1,9
ECU,5,5,5,5,7,7
ECU,5,9,9,7,4,1
ECU,4,8,8,8,8,6
ECU,8,7,10,10,10,9
ECU,1,1,8,9,6,1
ECU,1,5,10,10,10,5
ECU,4,8,8,7,8,3
ECU,1,1,1,1,10,6
ECU,8,8,7,7,8,8
ECU,2,10,1,5,7,10
ECU,5,6,2,2,1,7
ECU,10,10,10,5,3,10
ECU,1,1,10,7,5,1
ECU,1,2,3,2,4,5
ECU,8,10,6,8,10,6
ECU,6,8,6,6,6,6
ECU,5,5,5,5,5,5
ECU,6,5,6,8,8,8
ECU,5,8,8,7,8,5
ECU,1,1,1,2,1,2
ECU,8,7,5,6,8,1
ECU,3,6,6,3,8,5
ECU,10,10,8,8,9,8
ECU,2,6,2,2,6,3
ECU,10,9,10,10,5,1
ECU,8,8,8,8,7,4
ECU,8,4,8,7,2,2
ECU,10,-1,-1,5,2,5
ECU,1,10,5,7,9,8
ECU,7,7,10,10,10,5
ECU,8,8,9,9,5,6
ECU,6,5,7,7,2,6
ECU,1,5,9,9,3,10
ECU,5,7,6,6,6,6
ECU,9,9,8,9,5,6
ECU,9,8,6,6,7,6
ECU,10,7,10,10,5,8
ECU,7,8,7,7,5,4
ECU,9,9,9,2,6,5
ECU,1,7,5,7,4,6
ECU,5,8,5,7,4,4
ECU,1,1,1,1,1,1
ECU,10,10,10,10,1,10
ECU,1,1,10,10,5,7
ECU,1,5,1,10,5,4
ECU,5,5,7,7,10,7
ECU,4,7,10,10,1,3
ECU,4,10,1,10,1,1
ECU,10,10,1,10,10,5
ECU,10,10,10,10,5,5
ECU,10,10,10,10,10,10
ECU,7,10,10,10,10,10
ECU,4,9,10,8,10,8
ECU,10,9,8,8,2,5
ECU,3,10,3,10,10,6
ECU,5,1,10,7,8,6
ECU,5,6,7,6,10,8
ECU,10,10,10,10,1,9
ECU,3,3,5,5,3,8
ECU,5,6,8,10,1,8
ECU,1,3,6,7,1,8
ECU,5,-1,10,5,5,-1
ECU,8,8,5,5,2,8
ECU,5,5,3,3,5,5
ECU,4,10,10,10,10,1
ECU,5,10,10,1,10,10
ECU,8,9,5,4,2,7
ECU,10,10,1,1,9,8
ECU,8,2,2,3,1,4
ECU,9,8,6,5,4,6
ECU,10,10,7,10,5,10
ECU,6,5,1,5,10,5
ECU,4,5,5,4,4,10
ECU,10,10,10,6,10,10
ECU,3,6,10,5,1,1
ECU,1,10,-1,1,10,1
ECU,5,5,10,8,4,5
ECU,9,9,10,10,-1,1
ECU,2,7,7,8,6,2
ECU,4,4,10,3,1,7
ECU,9,5,7,3,5,3
ECU,9,7,5,4,3,8
ECU,10,10,10,10,10,1
ECU,10,10,10,1,10,10
ECU,5,6,7,8,8,3
ECU,10,5,6,9,6,9
ECU,5,10,10,10,10,10
ECU,5,5,7,8,7,2
ECU,2,7,9,7,5,5
ECU,1,10,10,10,1,1
ECU,4,7,8,6,7,5
ECU,1,10,1,10,10,1
ECU,10,10,8,10,1,10
ECU,5,7,5,5,7,5
ECU,9,8,10,5,10,5
ECU,1,10,9,10,10,6
ECU,1,3,1,1,10,1
ECU,9,10,9,7,9,9
ECU,6,7,8,8,6,7
ECU,10,10,10,5,10,10
ECU,1,10,1,10,10,5
ECU,6,9,9,6,6,5
ECU,1,10,10,1,10,10
ECU,1,6,8,9,7,1
ECU,1,5,1,1,5,5
ECU,10,10,10,-1,1,10
ECU,10,1,1,1,1,1
ECU,10,10,1,1,10,10
ECU,8,9,10,7,8,8
ECU,9,4,10,7,8,5
ECU,7,6,7,7,2,5
ECU,10,10,10,10,10,7
ECU,6,3,3,2,1,1
ECU,1,10,10,10,5,2
ECU,3,7,10,10,8,3
ECU,7,10,1,10,10,10
ECU,7,7,6,6,10,6
ECU,5,10,10,10,5,5
ECU,8,8,7,8,8,5
ECU,4,6,5,7,8,9
ECU,1,5,9,10,10,1
ECU,8,8,6,8,6,8
ECU,6,10,6,6,7,5
ECU,10,10,5,1,10,10
ECU,10,1,3,2,5,1
ECU,10,10,10,10,6,1
ECU,5,6,5,4,7,4
ECU,5,5,5,5,1,1
ECU,8,5,4,7,5,4
ECU,7,3,1,4,6,3
ECU,8,9,9,2,8,3
ECU,10,10,1,3,5,10
ECU,8,10,8,6,3,7
ECU,10,10,10,10,1,1
ECU,5,7,3,3,3,6
ECU,3,3,10,1,10,1
ECU,1,8,3,7,5,9
ECU,4,4,1,1,3,2
ECU,5,7,8,6,5,5
ECU,10,10,1,1,10,10
ECU,10,10,6,10,7,1
ECU,10,10,2,2,1,10
ECU,6,5,5,2,5,4
ECU,5,10,1,5,1,1
ECU,8,10,4,1,10,10
ECU,9,9,9,4,9,1
ECU,1,1,10,1,10,10
ECU,10,10,7,10,7,8
ECU,6,7,7,5,6,8
ECU,5,5,10,10,10,4
ECU,8,10,9,3,7,5
ECU,5,5,5,10,5,8
ECU,8,6,6,6,3,5
ECU,10,10,10,10,10,10
ECU,1,1,10,1,10,10
ECU,4,4,8,-1,8,8
ECU,4,3,9,5,5,8
ECU,7,10,10,10,1,5
ECU,10,1,1,10,1,1
ECU,5,5,5,5,3,5
ECU,4,3,7,6,7,9
ECU,8,4,8,8,9,6
ECU,5,8,6,6,9,9
ECU,10,10,10,10,5,7
ECU,6,9,10,10,5,5
ECU,6,4,5,5,4,4
ECU,10,6,8,2,7,1
ECU,10,10,10,10,10,10
ECU,5,5,5,2,6,4
ECU,7,9,5,5,7,10
ECU,6,7,5,7,7,7
ECU,5,5,8,3,2,5
ECU,5,5,4,5,7,5
ECU,2,7,1,2,8,8
ECU,6,6,10,6,7,8
ECU,10,10,1,10,1,1
ECU,5,5,4,5,5,5
ECU,10,10,10,10,10,10
ECU,10,10,10,10,10,10
ECU,4,7,2,6,5,1
ECU,1,10,5,4,7,10
ECU,8,8,8,7,6,7
ECU,9,7,5,3,1,4
ECU,8,8,7,8,8,8
ECU,6,8,8,7,6,8
ECU,3,5,7,7,8,7
ECU,6,3,2,2,1,6
ECU,7,4,9,1,8,5
ECU,7,10,10,10,1,6
ECU,6,9,8,9,10,7
ECU,1,1,5,10,8,1
ECU,1,10,1,1,1,10
ECU,5,9,8,5,5,5
ECU,1,10,2,2,8,8
ECU,3,1,3,5,6,7
ECU,10,7,9,10,9,9
ECU,5,5,8,8,7,8
ECU,5,5,9,9,5,6
ECU,5,1,10,8,5,1
ECU,3,9,10,8,10,4
ECU,9,10,2,5,10,3
ECU,7,10,10,7,8,8
ECU,5,7,5,2,9,10
ECU,8,5,3,2,5,8
ECU,1,3,4,6,2,1
ECU,6,8,8,7,6,5
ECU,6,8,9,2,3,5
ECU,6,10,7,9,1,8
ECU,1,10,10,1,10,10
ECU,5,5,4,5,5,5
ECU,10,10,10,10,6,6
ECU,10,5,1,1,10,5
ECU,5,5,5,5,5,5
ECU,10,10,7,5,10,8
ECU,3,5,6,5,2,7
ECU,9,9,6,7,5,6
ECU,5,6,5,5,5,6
ECU,8,8,5,5,1,5
ECU,1,1,1,1,1,1
ECU,10,10,10,1,10,10
ECU,4,5,5,10,1,1
ECU,7,6,1,10,5,10
ECU,9,9,10,10,10,1
ECU,4,4,8,9,7,5
ECU,7,6,1,1,5,10
ECU,5,10,5,4,5,5
ECU,10,5,10,9,5,1
ECU,8,8,8,6,5,6
ECU,4,3,7,5,2,5
ECU,4,2,1,1,1,3
ECU,1,5,10,6,5,7
ECU,7,8,8,7,6,8
ECU,7,6,5,10,9,1
ECU,9,8,9,7,8,9
ECU,6,8,4,4,5,4
ECU,7,8,9,10,9,9
ECU,5,8,8,7,8,8
ECU,5,3,5,5,9,10
ECU,1,7,10,10,4,1
ECU,3,4,1,4,4,5
ECU,10,10,10,10,10,10
ECU,7,8,8,8,3,7
ECU,5,5,5,5,1,1
ECU,1,10,1,10,1,1
ECU,5,4,6,7,5,5
ECU,4,2,3,5,3,6
ECU,7,6,10,10,1,8
ECU,6,8,5,4,4,7
ECU,1,10,10,1,10,6
ECU,2,4,4,4,5,4
ECU,5,6,5,5,4,5
ECU,5,5,-1,-1,-1,3
ECU,5,7,10,4,1,1
ECU,2,2,2,3,3,3
ECU,7,9,9,7,3,5
ECU,3,3,10,8,6,6
ECU,5,4,2,4,3,5
ECU,8,1,1,1,1,1
ECU,10,10,9,7,7,6
ECU,5,5,5,4,5,5
ECU,3,10,10,6,1,8
ECU,5,10,5,5,5,5
ECU,2,8,8,5,8,5
ECU,4,8,8,4,10,7
ECU,8,7,5,5,9,1
ECU,10,10,5,5,10,1
ECU,10,9,9,9,9,10
ECU,1,10,1,1,1,10
ECU,1,10,10,10,10,1
ECU,10,10,10,10,10,10
ECU,4,4,10,5,10,5
ECU,6,8,5,7,5,8
ECU,6,5,10,10,7,8
ECU,8,7,7,5,6,6
ECU,10,9,6,8,8,8
ECU,8,4,8,8,9,9
ECU,1,10,10,10,10,8
ECU,7,7,7,6,6,6
ECU,7,8,6,6,7,8
ECU,1,1,9,8,7,1
ECU,5,5,5,5,5,5
ECU,6,6,6,6,7,6
ECU,7,6,5,6,5,7
ECU,7,7,7,7,7,7
ECU,10,7,5,10,5,4
ECU,4,7,6,7,5,6
ECU,7,7,7,7,7,7
ECU,8,9,6,4,5,6
ECU,5,5,5,5,5,6
ECU,10,8,10,7,9,6
ECU,1,7,10,10,7,9
ECU,10,10,10,1,10,10
ECU,5,7,8,7,5,9
ECU,6,6,7,7,7,5
ECU,8,9,8,7,7,8
ECU,3,3,8,1,1,10
ECU,1,10,1,5,1,1
ECU,4,8,1,5,2,8
ECU,5,5,5,5,5,5
ECU,5,5,5,6,6,8
ECU,6,6,6,7,4,4
ECU,4,3,4,6,3,4
ECU,8,8,9,7,7,3
ECU,7,8,6,7,5,4
ECU,5,6,9,8,8,5
ECU,5,7,8,8,8,2
ECU,5,6,5,5,5,5
ECU,8,8,8,8,7,7
ECU,7,5,5,1,7,7
ECU,6,6,6,6,6,6
ECU,10,10,8,6,8,10
ECU,10,10,1,10,1,10
ECU,6,6,6,6,6,7
ECU,8,8,7,8,8,6
ECU,7,7,5,7,8,5
ECU,10,10,10,1,10,1
ECU,8,5,8,6,6,7
ECU,4,7,7,7,4,5
ECU,5,5,5,5,3,7
ECU,10,10,10,1,10,1
ECU,10,10,10,10,10,10
ECU,1,9,9,7,8,8
ECU,5,5,5,5,5,5
ECU,1,3,1,1,1,1
ECU,6,4,7,5,6,6
ECU,10,10,10,10,6,1
ECU,7,10,10,10,5,1
ECU,8,8,8,8,2,7
ECU,7,9,5,6,3,8
ECU,10,1,8,5,6,10
ECU,7,10,7,10,8,7
ECU,10,10,5,1,10,10
ECU,6,6,6,6,6,5
ECU,8,6,5,4,9,5
ECU,3,4,10,5,6,1
ECU,10,10,10,4,10,10
ECU,3,7,5,8,6,3
ECU,10,10,10,10,10,1
ECU,10,10,1,10,10,1
ECU,8,9,4,6,6,8
ECU,7,7,10,1,1,9
ECU,3,3,3,4,1,4
ECU,10,10,10,10,1,10
ECU,1,1,10,10,10,1
ECU,1,10,5,5,1,8
ECU,10,10,1,1,1,4
ECU,5,8,9,5,3,7
ECU,1,8,10,8,1,1
ECU,5,7,10,10,8,7
ECU,10,10,5,7,5,7
ECU,6,6,10,-1,3,4
ECU,6,4,5,5,4,5
ECU,4,3,4,4,5,5
ECU,6,7,7,9,7,8
ECU,10,10,7,6,8,7
ECU,2,9,1,1,10,5
ECU,7,7,7,7,4,8
ECU,9,9,4,2,8,9
ECU,10,10,10,10,4,5
ECU,2,4,8,5,5,4
ECU,6,7,7,7,7,8
ECU,8,8,8,8,7,7
ECU,7,8,8,7,7,9
ECU,5,2,3,9,9,4
ECU,4,5,7,1,5,5
ECU,6,8,6,5,8,6
ECU,6,7,5,7,4,6
ECU,10,10,10,10,10,1
ECU,3,3,4,4,5,5
ECU,4,3,5,5,6,6
ECU,1,5,1,5,5,10
ECU,5,5,5,5,8,5
ECU,5,6,10,10,4,5
ECU,9,10,10,8,10,1
ECU,9,9,8,8,7,8
ECU,3,6,7,7,8,8
ECU,5,6,1,9,4,8
ECU,5,4,5,6,4,6
ECU,6,8,5,7,6,8
ECU,8,8,7,8,8,6
ECU,1,8,8,9,6,1
